year,FIPS,average_yield
2022,19133,191.48
2008,19135,150.70000000000002
2009,19135,151.98000000000002
2010,19135,148.98000000000002
2011,19135,133.6
2012,19135,128.7
2013,19135,109.9
2014,19135,105.75999999999999
2021,19135,166.6
2022,19135,163.82
2008,19137,155.98000000000002
2009,19137,162.08
2010,19137,163.66
2011,19137,163.44
2012,19137,161.3
2013,19137,158.68
2014,19137,157.48000000000002
2015,19137,151.85999999999999
2016,19137,157.5
2017,19137,163.95999999999998
2018,19137,177.38
2019,19137,184.88
2020,19137,193.21999999999997
2021,19137,193.1
2022,19137,196.98
2008,19139,166.06
2009,19139,165.66
2010,19139,162.98000000000002
2011,19139,164.88
2012,19139,164.52
2013,19139,158.92000000000002
2014,19139,157.38
2015,19139,161.68
2016,19139,168.26
2017,19139,175.94
2018,19139,186.78000000000003
2019,19139,197.04
2020,19139,194.06
2021,19139,193.08
2022,19139,193.38000000000002
2008,19141,174.0
2009,19141,179.2
2010,19141,182.34
2011,19141,183.48000000000002
2012,19141,187.3
2013,19141,185.71999999999997
2014,19141,185.78000000000003
2015,19141,182.24
2016,19141,185.14
2017,19141,190.26
2018,19141,201.06
2019,19141,202.32
2020,19141,207.24
2021,19141,206.1
2022,19141,206.66
2008,19143,173.14000000000001
2009,19143,176.97999999999996
2010,19143,178.24
2011,19143,179.61999999999998
2012,19143,183.42000000000002
2013,19143,183.06
2014,19143,184.46
2015,19143,180.82
2016,19143,183.22
2017,19143,187.07999999999998
2018,19143,195.48
2019,19143,195.12
2020,19143,196.54000000000002
2021,19143,192.66
2022,19143,193.52
2008,19145,152.57999999999998
2009,19145,153.92000000000002
2010,19145,153.3
2011,19145,150.38
2012,19145,147.11999999999998
2013,19145,142.45999999999998
2014,19145,146.76
2015,19145,147.88
2016,19145,151.02000000000004
2017,19145,160.94
2018,19145,176.32
2019,19145,183.04
2020,19145,184.84
2021,19145,188.0
2022,19145,192.22
2008,19147,173.76
2009,19147,175.83999999999997
2010,19147,176.88000000000002
2011,19147,174.38000000000002
2012,19147,176.7
2013,19147,176.66000000000003
2014,19147,175.22
2015,19147,170.52
2016,19147,175.22000000000003
2017,19147,179.50000000000003
2018,19147,184.45999999999998
2019,19147,182.28
2020,19147,189.02
2021,19147,185.73999999999998
2022,19147,184.56
2008,19149,160.8
2009,19149,167.26000000000002
2010,19149,170.36000000000004
2011,19149,172.94
2012,19149,178.42
2013,19149,170.28
2014,19149,169.86
2015,19149,167.1
2016,19149,170.88
2017,19149,179.82
2018,19149,196.39999999999998
2019,19149,201.38000000000002
2008,19151,176.10000000000002
2009,19151,178.08
2010,19151,177.0
2011,19151,174.86
2012,19151,177.8
2013,19151,177.44
2014,19151,174.6
2015,19151,171.54000000000002
2016,19151,178.12000000000003
2017,19151,183.24
2018,19151,188.35999999999999
2008,19153,174.62000000000003
2009,19153,172.36
2010,19153,171.4
2011,19153,164.33999999999997
2012,19153,162.08
2013,19153,156.34
2014,19153,154.26
2015,19153,154.82
2016,19153,164.34
2017,19153,172.18
2018,19153,182.42000000000002
2019,19153,190.94
2020,19153,194.0
2021,19153,186.63999999999996
2022,19153,190.17999999999998
2008,19155,164.35999999999999
2009,19155,174.56
2010,19155,175.1
2011,19155,173.84
2012,19155,173.7
2013,19155,167.6
2014,19155,167.88
2015,19155,163.21999999999997
2016,19155,171.06
2017,19155,178.95999999999998
2008,19157,180.07999999999998
2009,19157,179.5
2010,19157,179.16000000000003
2011,19157,174.51999999999998
2012,19157,173.86
2013,19157,167.8
2014,19157,165.5
2015,19157,166.28000000000003
2016,19157,175.2
2017,19157,182.04000000000002
2018,19157,194.59999999999997
2019,19157,206.64000000000001
2020,19157,209.01999999999998
2021,19157,197.1
2022,19157,194.66000000000003
2008,19159,138.88
2009,19159,140.92000000000002
2010,19159,137.2
2011,19159,125.25999999999999
2012,19159,120.54
2013,19159,106.75999999999999
2014,19159,107.97999999999999
2015,19159,114.38
2016,19159,125.12000000000003
2017,19159,137.28000000000003
2018,19159,156.52
2008,19161,166.7
2009,19161,172.4
2010,19161,172.44
2011,19161,173.22
2012,19161,183.1
2013,19161,174.45999999999998
2014,19161,166.17999999999998
2015,19161,165.24
2016,19161,168.26000000000002
2017,19161,174.44
2018,19161,187.20000000000002
2019,19161,201.37999999999997
2020,19161,209.54000000000002
2021,19161,200.78000000000003
2022,19161,204.12
2008,19163,174.88
2009,19163,175.5
2010,19163,173.94
2011,19163,174.54000000000002
2012,19163,175.28000000000003
2013,19163,165.18
2014,19163,161.94
2015,19163,164.02
2016,19163,172.82000000000002
2017,19163,181.18
2018,19163,198.84
2019,19163,208.08
2020,19163,207.04000000000002
2021,19163,204.12
2022,19163,202.28000000000003
2008,19165,164.33999999999997
2009,19165,175.46
2010,19165,180.62000000000003
2011,19165,180.6
2012,19165,181.08
2013,19165,175.18
2014,19165,173.7
2015,19165,170.16
2016,19165,174.90000000000003
2017,19165,183.24
2018,19165,197.10000000000002
2019,19165,198.4
2020,19165,204.82
2008,19167,172.48000000000002
2009,19167,177.54
2010,19167,180.35999999999999
2011,19167,182.6
2012,19167,185.54
2013,19167,182.8
2014,19167,182.61999999999998
2015,19167,179.76000000000002
2016,19167,180.83999999999997
2017,19167,187.76
2018,19167,203.26
2019,19167,206.82
2020,19167,207.78000000000003
2021,19167,207.76
2022,19167,209.43999999999997
2008,19169,181.0
2009,19169,180.1
2010,19169,177.42000000000002
2011,19169,172.68
2012,19169,168.5
2013,19169,163.87999999999997
2014,19169,159.32
2015,19169,158.36
2016,19169,163.17999999999998
2017,19169,172.92000000000002
2018,19169,181.45999999999998
2019,19169,192.48
2020,19169,196.36
2021,19169,188.44
2022,19169,186.3
2008,19171,174.32
2009,19171,178.88
2010,19171,178.04
2011,19171,177.1
2012,19171,174.95999999999998
2013,19171,172.04000000000002
2014,19171,167.97999999999996
2015,19171,168.06
2016,19171,170.61999999999998
2017,19171,179.9
2018,19171,191.98000000000002
2019,19171,205.1
2020,19171,209.51999999999998
2021,19171,198.16
2022,19171,199.26000000000002
2008,19173,142.22
2009,19173,145.94
2010,19173,144.4
2011,19173,137.48
2012,19173,137.1
2013,19173,127.91999999999999
2014,19173,128.16
2021,19173,163.44
2022,19173,169.85999999999999
2008,19175,146.4
2009,19175,154.66000000000003
2010,19175,153.34
2011,19175,144.54000000000002
2012,19175,140.34
2013,19175,126.97999999999999
2014,19175,124.78
2021,19175,167.06
2022,19175,167.49999999999997
2008,19177,152.98
2009,19177,153.8
2010,19177,148.44
2011,19177,141.8
2012,19177,130.42
2013,19177,119.32000000000001
2014,19177,118.93999999999998
2015,19177,127.66
2016,19177,141.16
2017,19177,158.78
2018,19177,162.36
2019,19177,169.72000000000003
2020,19177,165.47999999999996
2021,19177,164.51999999999998
2022,19177,159.21999999999997
2008,19179,155.92000000000002
2009,19179,157.88000000000002
2010,19179,152.54000000000002
2011,19179,145.35999999999999
2012,19179,137.84
2013,19179,122.93999999999998
2014,19179,125.42
2015,19179,133.14000000000001
2016,19179,144.95999999999998
2017,19179,158.88000000000002
2008,19181,156.56
2009,19181,156.4
2010,19181,154.92000000000002
2011,19181,143.98
2012,19181,136.82
2013,19181,126.04
2014,19181,128.37999999999997
2015,19181,130.32
2016,19181,143.90000000000003
2017,19181,155.0
2018,19181,170.93999999999997
2008,19183,170.98
2009,19183,174.68
2010,19183,172.52
2011,19183,168.42000000000002
2012,19183,162.8
2013,19183,154.4
2014,19183,150.20000000000002
2015,19183,154.24
2016,19183,166.74
2017,19183,177.12
2018,19183,194.78000000000003
2019,19183,205.84
2020,19183,203.35999999999999
2008,19185,147.88
2009,19185,142.4
2010,19185,139.57999999999998
2011,19185,122.8
2012,19185,119.0
2013,19185,100.1
2014,19185,104.51999999999998
2015,19185,110.35999999999999
2016,19185,127.34
2008,19187,182.56
2009,19187,181.06000000000003
2010,19187,178.06
2011,19187,173.72000000000003
2012,19187,177.18
2013,19187,170.5
2014,19187,164.61999999999998
2015,19187,167.16
2016,19187,173.68
2017,19187,175.71999999999997
2018,19187,185.46
2019,19187,195.56
2020,19187,198.14000000000001
2021,19187,192.56
2022,19187,195.64
2008,19189,178.10000000000002
2009,19189,181.08
2010,19189,181.4
2011,19189,180.3
2012,19189,180.84
2013,19189,175.83999999999997
2014,19189,170.26
2015,19189,168.72
2016,19189,172.62
2017,19189,176.88000000000002
2018,19189,186.8
2019,19189,193.14000000000001
2020,19189,198.35999999999999
2021,19189,199.06
2022,19189,199.0
2008,19191,169.77999999999997
2009,19191,174.64
2010,19191,174.92
2011,19191,175.73999999999998
2012,19191,178.6
2013,19191,171.92
2014,19191,174.07999999999998
2015,19191,174.61999999999998
2016,19191,173.64000000000001
2017,19191,178.54
2018,19191,190.35999999999999
2019,19191,193.62
2020,19191,198.90000000000003
2021,19191,197.42000000000002
2022,19191,195.14000000000001
2008,19193,154.94
2009,19193,161.26000000000002
2010,19193,165.3
2011,19193,163.72
2012,19193,172.50000000000003
2013,19193,168.74
2014,19193,164.58
2015,19193,162.82
2016,19193,170.42
2017,19193,176.5
2018,19193,189.64000000000001
2019,19193,200.66
2020,19193,208.8
2021,19193,206.54000000000002
2022,19193,207.14000000000001
2008,19195,172.56
2009,19195,175.27999999999997
2010,19195,177.42000000000002
2011,19195,178.48000000000002
2012,19195,178.58
2013,19195,172.24
2014,19195,168.18
2015,19195,168.3
2016,19195,170.07999999999998
2017,19195,173.78
2018,19195,184.85999999999999
2019,19195,190.72
2020,19195,193.72
2021,19195,194.44
2022,19195,197.62
2008,19197,179.8
2009,19197,179.48
2010,19197,177.98
2011,19197,171.38
2012,19197,173.06
2013,19197,167.32
2014,19197,168.28
2015,19197,166.36
2016,19197,176.04
2017,19197,178.1
2018,19197,188.74
2019,19197,191.07999999999998
2020,19197,196.59999999999997
2021,19197,194.11999999999998
2022,19197,192.52
2014,20001,78.8
2015,20001,85.96000000000001
2014,20003,74.44
2015,20003,81.26
2016,20003,90.06000000000002
2017,20003,104.78
2018,20003,121.7
2019,20003,128.35999999999999
2020,20003,120.81999999999998
2021,20003,116.88
2022,20003,115.85999999999999
2008,20005,111.0
2009,20005,125.4
2010,20005,128.0
2011,20005,125.58
2012,20005,129.02
2013,20005,115.92
2014,20005,115.33999999999999
2015,20005,121.7
2016,20005,127.11999999999998
2017,20005,131.6
2018,20005,149.70000000000002
2008,20009,156.8
2009,20009,159.2
2010,20009,153.2
2011,20009,150.85999999999999
2012,20009,147.85999999999999
2013,20009,143.92000000000002
2014,20009,143.74
2008,20011,98.4
2016,20011,86.4
2017,20011,102.5
2018,20011,120.83999999999999
2008,20013,125.0
2009,20013,136.8
2010,20013,138.2
2011,20013,136.32
2012,20013,144.94
2013,20013,144.32
2014,20013,150.82
2015,20013,155.22
2016,20013,163.34
2017,20013,163.83999999999997
2018,20013,170.14000000000001
2019,20013,159.58
2020,20013,155.26
2021,20013,159.0
2022,20013,166.98
2008,20015,91.2
2009,20015,99.8
2010,20015,101.8
2011,20015,102.72
2012,20015,94.38
2013,20015,83.56
2014,20015,76.04
2015,20015,77.0
2016,20015,84.44
2017,20015,103.47999999999999
2020,20019,98.7
2021,20019,90.06
2022,20019,92.42
2008,20021,115.2
2009,20021,110.4
2010,20021,107.2
2011,20021,105.72
2012,20021,90.96
2013,20021,76.56
2014,20021,75.03999999999999
2015,20021,84.4
2016,20021,86.38000000000001
2017,20021,109.46000000000001
2008,20027,145.8
2014,20031,75.55999999999999
2015,20031,77.66000000000001
2016,20031,86.24000000000001
2017,20031,101.08000000000001
2018,20031,116.52000000000001
2019,20031,121.5
2020,20031,119.6
2021,20031,119.24000000000001
2022,20031,117.79999999999998
2008,20035,101.0
2021,20035,100.82000000000001
2022,20035,105.9
2008,20043,143.0
2009,20043,159.8
2010,20043,163.6
2008,20045,106.4
2009,20045,113.4
2010,20045,113.6
2011,20045,109.64000000000001
2012,20045,109.97999999999999
2013,20045,94.67999999999999
2014,20045,97.36
2015,20045,99.35999999999999
2016,20045,109.34
2017,20045,119.12
2018,20045,139.76
2019,20045,128.88
2020,20045,123.32000000000001
2021,20045,125.38
2022,20045,123.9
2008,20047,174.0
2009,20047,169.0
2010,20047,168.4
2011,20047,166.6
2012,20047,166.56
2013,20047,165.64000000000001
2014,20047,171.14000000000001
2015,20047,168.11999999999998
2008,20055,183.8
2009,20055,181.0
2010,20055,181.0
2011,20055,177.4
2012,20055,173.6
2017,20059,112.62
2018,20059,131.52
2019,20059,126.42
2020,20059,120.84
2008,20061,121.0
2009,20061,132.2
2010,20061,137.8
2011,20061,135.35999999999999
2012,20061,133.3
2013,20061,122.68000000000002
2014,20061,122.3
2015,20061,115.67999999999999
2016,20061,122.52000000000001
2017,20061,133.22
2008,20063,72.6
2009,20063,76.0
2010,20063,90.0
2011,20063,92.67999999999999
2012,20063,101.96000000000001
2013,20063,92.86
2014,20063,89.42
2015,20063,81.5
2016,20063,84.02000000000001
2017,20063,87.22
2016,20067,188.15999999999997
2014,20069,189.88
2022,20071,87.84
2014,20073,77.86
2015,20073,80.7
2014,20075,117.54
2015,20075,114.5
2018,20077,85.98
2008,20079,129.2
2009,20079,132.2
2010,20079,129.4
2011,20079,126.12
2012,20079,118.54
2013,20079,109.96
2014,20079,104.74000000000001
2015,20079,103.88
2016,20079,109.12
2017,20079,119.52000000000001
2018,20079,121.78
2019,20079,124.42
2020,20079,119.32000000000002
2021,20079,120.42
2022,20079,125.25999999999999
2022,20081,189.66
2008,20083,161.2
2014,20085,104.74000000000001
2015,20085,106.4
2016,20085,115.66
2017,20085,120.0
2018,20085,133.54
2019,20085,130.34
2020,20085,127.3
2021,20085,130.62
2008,20087,113.0
2009,20087,128.6
2010,20087,128.4
2011,20087,126.9
2008,20093,175.6
2009,20093,176.8
2008,20095,155.2
2016,20095,143.68
2017,20095,143.71999999999997
2018,20095,148.23999999999998
2019,20095,155.84
2020,20095,148.68
2021,20095,140.68
2022,20095,148.57999999999998
2008,20099,100.2
2021,20103,130.14000000000001
2022,20103,132.54000000000002
2008,20105,87.8
2008,20111,89.8
2009,20111,101.6
2010,20111,101.0
2011,20111,98.86
2018,20111,114.44000000000001
2019,20111,110.55999999999999
2020,20111,104.8
2021,20111,104.2
2022,20111,103.44000000000001
2008,20113,149.8
2009,20113,156.0
2010,20113,151.4
2011,20113,144.66
2012,20113,137.9
2013,20113,130.08
2014,20113,121.02000000000001
2015,20113,118.17999999999999
2016,20113,122.78000000000002
2017,20113,132.95999999999998
2018,20113,133.58
2019,20113,136.32
2020,20113,130.9
2021,20113,131.34
2008,20115,87.8
2009,20115,92.0
2010,20115,90.2
2011,20115,93.32000000000001
2012,20115,87.3
2013,20115,76.12
2014,20115,76.94
2015,20115,73.1
2016,20115,78.55999999999999
2017,20115,98.24000000000001
2018,20115,105.35999999999999
2019,20115,104.67999999999999
2020,20115,104.54
2021,20115,104.88
2022,20115,102.13999999999999
2008,20117,99.6
2009,20117,119.6
2010,20117,119.6
2011,20117,116.4
2012,20117,122.17999999999999
2013,20117,114.55999999999999
2014,20117,114.14000000000001
2015,20117,111.3
2016,20117,122.11999999999998
2017,20117,125.84
2018,20117,129.26000000000002
2019,20117,126.04
2008,20121,107.0
2009,20121,113.6
2010,20121,113.0
2011,20121,112.05999999999999
2012,20121,101.88
2013,20121,85.52000000000001
2014,20121,84.94
2015,20121,89.8
2016,20121,96.48
2017,20121,115.97999999999999
2018,20121,138.96
2019,20121,140.97999999999996
2020,20121,135.42
2021,20121,135.44
2022,20121,131.12
2008,20123,132.4
2021,20123,127.52000000000001
2022,20123,124.3
2014,20125,71.9
2015,20125,82.74
2016,20125,83.84
2017,20125,99.03999999999999
2018,20125,108.88
2019,20125,114.34
2020,20125,107.84
2021,20125,107.42
2014,20127,80.47999999999999
2015,20127,74.52000000000001
2016,20127,81.48
2017,20127,98.00000000000001
2018,20127,112.62
2019,20127,100.6
2020,20127,99.56
2021,20127,102.35999999999999
2022,20127,104.78
2008,20129,136.4
2015,20129,154.45999999999998
2016,20129,164.84
2017,20129,170.8
2018,20129,167.26
2019,20129,161.48
2020,20129,152.08
2021,20129,150.57999999999998
2022,20129,154.26
2008,20131,103.4
2009,20131,119.6
2010,20131,122.0
2011,20131,119.72
2012,20131,127.42
2013,20131,117.72
2014,20131,122.84
2015,20131,119.28
2016,20131,129.6
2017,20131,132.07999999999998
2018,20131,136.16000000000003
2014,20133,72.86
2015,20133,80.83999999999999
2016,20133,83.64
2008,20135,79.4
2017,20135,91.58
2018,20135,97.58000000000001
2019,20135,98.8
2020,20135,95.64
2021,20135,96.17999999999999
2022,20135,91.03999999999999
2008,20139,90.4
2009,20139,97.0
2010,20139,97.6
2011,20139,92.67999999999999
2012,20139,89.8
2013,20139,77.74
2014,20139,78.84
2015,20139,79.22
2016,20139,90.9
2017,20139,102.78000000000002
2018,20139,124.24000000000001
2019,20139,115.76000000000002
2020,20139,113.3
2008,20141,112.4
2009,20141,109.8
2010,20141,106.2
2011,20141,102.64000000000001
2008,20143,111.0
2009,20143,119.6
2010,20143,116.8
2011,20143,114.94000000000001
2012,20143,112.34
2013,20143,102.58
2008,20145,159.0
2009,20145,162.2
2010,20145,161.6
2011,20145,155.8
2012,20145,151.02
2013,20145,143.82
2014,20147,92.47999999999999
2008,20149,136.4
2009,20149,144.8
2010,20149,143.8
2011,20149,138.57999999999998
2012,20149,137.12
2013,20149,128.62
2014,20149,128.56
2021,20149,141.78
2008,20151,169.2
2009,20151,163.0
2010,20151,161.6
2011,20151,160.3
2012,20151,157.66
2008,20157,130.4
2009,20157,143.0
2010,20157,148.6
2011,20157,148.76
2012,20157,152.3
2013,20157,144.44
2014,20157,140.76
2015,20157,138.61999999999998
2016,20157,145.38000000000002
2017,20157,148.34
2008,20159,129.8
2009,20159,132.4
2010,20159,124.0
2008,20163,80.6
2014,20165,114.78
2008,20169,107.2
2009,20169,116.8
2010,20169,112.6
2011,20169,111.74000000000001
2012,20169,108.97999999999999
2013,20169,97.82000000000001
2014,20169,97.97999999999999
2015,20169,91.55999999999999
2008,20173,139.0
2009,20173,138.8
2010,20173,136.0
2011,20173,132.12
2012,20173,126.72
2013,20173,118.9
2014,20173,116.88
2014,20177,116.2
2015,20177,110.73999999999998
2016,20177,119.04
2017,20177,127.41999999999999
2018,20177,138.34
2019,20177,133.6
2020,20177,135.56
2021,20177,137.45999999999998
2022,20177,138.4
2008,20179,128.6
2009,20179,123.0
2010,20179,130.0
2011,20179,123.46
2012,20179,126.78
2013,20179,119.0
2014,20179,114.46
2015,20179,107.35999999999999
2016,20179,111.12
2017,20179,115.78
2008,20181,132.6
2009,20181,131.2
2010,20181,143.4
2011,20181,144.5
2012,20181,144.64000000000001
2013,20181,137.7
2014,20181,136.45999999999998
